Chapter,Verse,Shloka,EngMeaning,Yoga_Type
14,13,"अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च |
तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन ||१४-१३||","14.13 Darkness, inertness, heedlessness and delusion  these arise when Tamas is predominant, O Arjuna.",Bhakti Yoga
14,14,"यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत् |
तदोत्तमविदां लोकानमलान्प्रतिपद्यते ||१४-१४||","14.14 If the embodied one meets with death when Sattva is predominant, then he attains to the spotless worlds of the knowers of the Highest.",Jnana Yoga
14,15,"रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते |
तथा प्रलीनस्तमसि मूढयोनिषु जायते ||१४-१५||","14.15 Meeting death in Rajas, he is born among those who are attached to action; and dying in Tamas, he is born in the womb of the senseless.",Bhakti Yoga
14,16,"कर्मणः सुकृतस्याहुः सात्त्विकं निर्मलं फलम् |
रजसस्तु फलं दुःखमज्ञानं तमसः फलम् ||१४-१६||","14.16 The fruit of good action, they say, is Sattvic and pure, verily the fruit of Rajas is pain, and ignorance is the fruit of Tamas.",Bhakti Yoga
14,17,"सत्त्वात्सञ्जायते ज्ञानं रजसो लोभ एव च |
प्रमादमोहौ तमसो भवतोऽज्ञानमेव च ||१४-१७||","14.17 From Sattva arises knowledge, and greed from Rajas; heedlessness and delusion arise from Tamas, and also ignorance.",Jnana Yoga
14,18,"ऊर्ध्वं गच्छन्ति सत्त्वस्था मध्ये तिष्ठन्ति राजसाः |
जघन्यगुणवृत्तिस्था अधो गच्छन्ति तामसाः ||१४-१८||","14.18 Those who are seated in Sattva go upwards; the Rajasic dwell in the middle; and the Tamasic, abiding in the function of the lowest Guna, go downwards.",Bhakti Yoga
14,19,"नान्यं गुणेभ्यः कर्तारं यदा द्रष्टानुपश्यति |
गुणेभ्यश्च परं वेत्ति मद्भावं सोऽधिगच्छति ||१४-१९||","14.19 When the seer beholds no agent other than the Gunas and knows That which is higher than they, he attains to My Being.",Jnana Yoga
14,20,"गुणानेतानतीत्य त्रीन्देही देहसमुद्भवान् |
जन्ममृत्युजरादुःखैर्विमुक्तोऽमृतमश्नुते ||१४-२०||","14.20 The embodied one having crossed beyond these three Gunas out of which the body is evolved, is freed from birth, death, decay and pain, and attains to immortality.",Jnana Yoga
14,21,"अर्जुन उवाच |
कैर्लिङ्गैस्त्रीन्गुणानेतानतीतो भवति प्रभो |
किमाचारः कथं चैतांस्त्रीन्गुणानतिवर्तते ||१४-२१||","14.21 Arjuna said  What are the marks of him who has transcended the three alities, O Lord? What is his conduct and how does he go beyond these three alities?",Bhakti Yoga
14,22,"श्रीभगवानुवाच |
प्रकाशं च प्रवृत्तिं च मोहमेव च पाण्डव |
न द्वेष्टि सम्प्रवृत्तानि न निवृत्तानि काङ्क्षति ||१४-२२||","14.22 The Blessed Lord said  When light, activity and delusion are present, he hates them not, nor does he long for them when they are absent.",Bhakti Yoga
14,23,"उदासीनवदासीनो गुणैर्यो न विचाल्यते |
गुणा वर्तन्त इत्येवं योऽवतिष्ठति नेङ्गते ||१४-२३||","14.23 He who, seated like one unconcerned, is not moved by the alities, and who, knowing that the alities are active, is self-centred and moves not.",Jnana Yoga
14,24,"समदुःखसुखः स्वस्थः समलोष्टाश्मकाञ्चनः |
तुल्यप्रियाप्रियो धीरस्तुल्यनिन्दात्मसंस्तुतिः ||१४-२४||","14.24 Who is the same in pleasure and pain, who dwells in the Self, to whom a clod of earth, stone and gold are alike, who is the same to the dear and the unfriendly, who is firm, and to whom censure and praise are as one.",Bhakti Yoga
14,25,"मानापमानयोस्तुल्यस्तुल्यो मित्रारिपक्षयोः |
सर्वारम्भपरित्यागी गुणातीतः स उच्यते ||१४-२५||","14.25 Who is the same in honour and dishonour, the same to friend and foe, abandoning all undertakings  he is said to have transcended the alities.",Bhakti Yoga
14,26,"मां च योऽव्यभिचारेण भक्तियोगेन सेवते |
स गुणान्समतीत्यैतान्ब्रह्मभूयाय कल्पते ||१४-२६||","14.26 And he who serves Me with unswerving devotion, he, crossing beyond the alities, is fit for becoming Brahman.",Bhakti Yoga
14,27,"ब्रह्मणो हि प्रतिष्ठाहममृतस्याव्ययस्य च |
शाश्वतस्य च धर्मस्य सुखस्यैकान्तिकस्य च ||१४-२७||","14.27 For I am the abode of Brahman, the immortal and the immutable, of everlasting Dharma and of absolute bliss.",Bhakti Yoga
15,1,"श्रीभगवानुवाच |
ऊर्ध्वमूलमधःशाखमश्वत्थं प्राहुरव्ययम् |
छन्दांसि यस्य पर्णानि यस्तं वेद स वेदवित् ||१५-१||","15.1 The Blessed Lord said  They (the wise) speak of the indestructible peepul tree having its root above and branches below, whose leaves are the metres or hymns: he who knows it is a knower of the Vedas.",Bhakti Yoga
15,2,"अधश्चोर्ध्वं प्रसृतास्तस्य शाखा
गुणप्रवृद्धा विषयप्रवालाः |
अधश्च मूलान्यनुसन्ततानि
कर्मानुबन्धीनि मनुष्यलोके ||१५-२||","15.2 Below and above spread its branches, nourished by the Gunas; sense-objects are its buds; and below, in the world of men, stretch forth the roots, originating action.",Bhakti Yoga
15,3,"न रूपमस्येह तथोपलभ्यते
नान्तो न चादिर्न च सम्प्रतिष्ठा |
अश्वत्थमेनं सुविरूढमूलं
असङ्गशस्त्रेण दृढेन छित्त्वा ||१५-३||","15.3 Its form is not perceived here as such, neither its end nor its origin, nor its foundation nor resting place: having cut asunder this firmly rooted peepul tree with the strong axe of non-attachment.",Karma Yoga
15,4,"ततः पदं तत्परिमार्गितव्यं
यस्मिन्गता न निवर्तन्ति भूयः |
तमेव चाद्यं पुरुषं प्रपद्ये |
यतः प्रवृत्तिः प्रसृता पुराणी ||१५-४||","15.4 Then That goal should be sought for, whither having gone none returns again. I seek refuge in that Primeval Purusha Whence streamed forth the ancient activity or energy.",Bhakti Yoga
15,5,"निर्मानमोहा जितसङ्गदोषा
अध्यात्मनित्या विनिवृत्तकामाः |
द्वन्द्वैर्विमुक्ताः सुखदुःखसंज्ञैर्-
गच्छन्त्यमूढाः पदमव्ययं तत् ||१५-५||","15.5 Free from pride and delusion, victorious over the evil of attachment, dwelling constantly in the Self, their desires having completely turned away, freed from the pairs of opposites known as pleasure and pain, the undeluded reach the eternal goal.",Bhakti Yoga
15,6,"न तद्भासयते सूर्यो न शशाङ्को न पावकः |
यद्गत्वा न निवर्तन्ते तद्धाम परमं मम ||१५-६||","15.6 Neither doth the sun illumine there nor the moon, nor the fire; having gone thither they return not; that is My supreme abode.",Bhakti Yoga
15,7,"ममैवांशो जीवलोके जीवभूतः सनातनः |
मनःषष्ठानीन्द्रियाणि प्रकृतिस्थानि कर्षति ||१५-७||","15.7 An eternal portion of Myself having become a living soul in the world of life, draws to (itself) the (five) senses with the mind for the sixth, abiding in Nature.",Jnana Yoga
15,8,"शरीरं यदवाप्नोति यच्चाप्युत्क्रामतीश्वरः |
गृहीत्वैतानि संयाति वायुर्गन्धानिवाशयात् ||१५-८||","15.8 When the Lord (as the individual soul) obtains a body and when He leaves it, He takes these and goes (with them) as the wind takes the scents from their seats (flowers, etc.).",Bhakti Yoga
15,9,"श्रोत्रं चक्षुः स्पर्शनं च रसनं घ्राणमेव च |
अधिष्ठाय मनश्चायं विषयानुपसेवते ||१५-९||","15.9 Presiding over the ear, the eye, touch, taste and smell, as well as the mind, it enjoys the objects of the senses.",Jnana Yoga
15,10,"उत्क्रामन्तं स्थितं वापि भुञ्जानं वा गुणान्वितम् |
विमूढा नानुपश्यन्ति पश्यन्ति ज्ञानचक्षुषः ||१५-१०||","15.10 The deluded do not see Him Who departs, stays and enjoys; but they who possess the eye of knowledge behold Him.",Jnana Yoga
15,11,"यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम् |
यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतसः ||१५-११||","15.11 The Yogins striving (for perfection) behold Him dwelling in the Self; but, the unrefined and unintelligent, even though striving, see Him not.",Jnana Yoga
15,12,"यदादित्यगतं तेजो जगद्भासयतेऽखिलम् |
यच्चन्द्रमसि यच्चाग्नौ तत्तेजो विद्धि मामकम् ||१५-१२||","15.12 That light which residing in the sun illumines the whole world, that which is in the moon and in the fire  know that light to be Mine.",Jnana Yoga
15,13,"गामाविश्य च भूतानि धारयाम्यहमोजसा |
पुष्णामि चौषधीः सर्वाः सोमो भूत्वा रसात्मकः ||१५-१३||",15.13 Permeating the earth I support all beings by (My) energy; and having become the watery moon I nourish all herbs.,Bhakti Yoga
15,14,"अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रितः |
प्राणापानसमायुक्तः पचाम्यन्नं चतुर्विधम् ||१५-१४||","15.14 Having become the fire Vaisvanara, I abide in the body of living beings and, associated with the Prana and the Apana, digest the fourfold food.",Bhakti Yoga
15,15,"सर्वस्य चाहं हृदि सन्निविष्टो
मत्तः स्मृतिर्ज्ञानमपोहनञ्च |
वेदैश्च सर्वैरहमेव वेद्यो
वेदान्तकृद्वेदविदेव चाहम् ||१५-१५||","15.15 And I am seated in the hearts of all; from Me are memory and knowledge, as well as their absence. I am verily That which has to be known by all the Vedas; I am indeed the author of the Vedanta and the knower of the Vedas am I.",Jnana Yoga
15,16,"द्वाविमौ पुरुषौ लोके क्षरश्चाक्षर एव च |
क्षरः सर्वाणि भूतानि कूटस्थोऽक्षर उच्यते ||१५-१६||","15.16 Two Purushas there are in this world, the perishable and the imperishable. All beings are 
the perishable and the Kutastha  the unchanging  is called the imperishable.",Bhakti Yoga
15,17,"उत्तमः पुरुषस्त्वन्यः परमात्मेत्युधाहृतः |
यो लोकत्रयमाविश्य बिभर्त्यव्यय ईश्वरः ||१५-१७||","15.17 But distinct is the Supreme Purusha called the highest Self, the indestructible Lord Who, pervading the three worlds, sustains them.",Bhakti Yoga
15,18,"यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तमः |
अतोऽस्मि लोके वेदे च प्रथितः पुरुषोत्तमः ||१५-१८||","15.18 As I transcend the perishable and am even higher than the imperishable, I am declared to be the highest Purusha in the world and in the Vedas.",Karma Yoga
15,19,"यो मामेवमसम्मूढो जानाति पुरुषोत्तमम् |
स सर्वविद्भजति मां सर्वभावेन भारत ||१५-१९||","15.19 He who, undeluded, knows Me thus as the highest Purusha, he, knowing all, worships Me with his whole being (heart), O Arjuna.",Bhakti Yoga
15,20,"इति गुह्यतमं शास्त्रमिदमुक्तं मयानघ |
एतद्बुद्ध्वा बुद्धिमान्स्यात्कृतकृत्यश्च भारत ||१५-२०||","15.20 Thus, this most secret science has been taught by Me, O sinless one; on knowing this, a man becomes wise, and all his duties are accomplished, O Arjuna.",Jnana Yoga
16,1,"श्रीभगवानुवाच |
अभयं सत्त्वसंशुद्धिर्ज्ञानयोगव्यवस्थितिः |
दानं दमश्च यज्ञश्च स्वाध्यायस्तप आर्जवम् ||१६-१||","16.1 The Blessed Lord said  Fearlessness, purity of heart, steadfastness in knowledge and Yoga, almsgiving, control of the senses, sacrifice, study of scriptures, austerity and straightforwardness.",Bhakti Yoga
16,2,"अहिंसा सत्यमक्रोधस्त्यागः शान्तिरपैशुनम् |
दया भूतेष्वलोलुप्त्वं मार्दवं ह्रीरचापलम् ||१६-२||","16.2 Harmlessness, truth, absence of anger, renunciation, peacefulness, absence of crookedness, compassion towards beings, non-covetousness, gentleness, modesty, absence of fickleness.",Bhakti Yoga
16,3,"तेजः क्षमा धृतिः शौचमद्रोहो नातिमानिता |
भवन्ति सम्पदं दैवीमभिजातस्य भारत ||१६-३||","16.3 Vigour, forgiveness, fortitude, purity, absence of hatred, absence of pride  these belong to the one born for a divine state, O Arjuna.",Bhakti Yoga
16,4,"दम्भो दर्पोऽभिमानश्च क्रोधः पारुष्यमेव च |
अज्ञानं चाभिजातस्य पार्थ सम्पदमासुरीम् ||१६-४||","16.4 Hypocrisy, arrogance and self-conceit, anger and also harshness and ignorance, belong to one who is born for a demoniacal state, O Partha (Arjuna).",Bhakti Yoga
16,5,"दैवी सम्पद्विमोक्षाय निबन्धायासुरी मता |
मा शुचः सम्पदं दैवीमभिजातोऽसि पाण्डव ||१६-५||","16.5 The divine nature is deemed conducive to liberation, and the demoniacal to bondage. Grieve not, O Arjuna, thou art born with divine endowments.",Bhakti Yoga
16,6,"द्वौ भूतसर्गौ लोकेऽस्मिन्दैव आसुर एव च |
दैवो विस्तरशः प्रोक्त आसुरं पार्थ मे शृणु ||१६-६||","16.6 There are two types of beings in this world, the divine and the demoniacal; the divine has been described at length; hear from Me, O Arjuna, of the demoniacal.",Bhakti Yoga
16,7,"प्रवृत्तिं च निवृत्तिं च जना न विदुरासुराः |
न शौचं नापि चाचारो न सत्यं तेषु विद्यते ||१६-७||","16.7 The demoniacal know not what to do and what to refrain from; neither purity, nor right conduct nor truth is found in them.",Bhakti Yoga
16,8,"असत्यमप्रतिष्ठं ते जगदाहुरनीश्वरम् |
अपरस्परसम्भूतं किमन्यत्कामहैतुकम् ||१६-८||","16.8 They say, ""This universe is without truth, without (moral) basis, without a God, brought about by mutual union, with lust for its cause; what else?""",Bhakti Yoga
16,9,"एतां दृष्टिमवष्टभ्य नष्टात्मानोऽल्पबुद्धयः |
प्रभवन्त्युग्रकर्माणः क्षयाय जगतोऽहिताः ||१६-९||","16.9 Holding this view, these ruined souls of small intellect and fierce deeds, come forth as the enemies of the world for its destruction.",Bhakti Yoga
16,10,"काममाश्रित्य दुष्पूरं दम्भमानमदान्विताः |
मोहाद्गृहीत्वासद्ग्राहान्प्रवर्तन्तेऽशुचिव्रताः ||१६-१०||","16.10 Filled with insatiable desires, full of hypocrisy, pride and arrogance, holding evil ideas through delusion, they work with impure resolves.",Jnana Yoga
16,11,"चिन्तामपरिमेयां च प्रलयान्तामुपाश्रिताः |
कामोपभोगपरमा एतावदिति निश्चिताः ||१६-११||","16.11 Giving themselves over to immeasurable cares ending only with death, regarding gratification of lust as their highest aim, and feeling sure that that is all.",Bhakti Yoga
16,12,"आशापाशशतैर्बद्धाः कामक्रोधपरायणाः |
ईहन्ते कामभोगार्थमन्यायेनार्थसञ्चयान् ||१६-१२||","16.12 Bound by a hundred ties of hope, given over to lust and anger, they strive to obtain by unlawful means hoards to wealth for sensual enjoyments.",Bhakti Yoga
16,13,"इदमद्य मया लब्धमिमं प्राप्स्ये मनोरथम् |
इदमस्तीदमपि मे भविष्यति पुनर्धनम् ||१६-१३||","16.13 ""This has been gained by me today; this desire of mine I shall fuffil; this is mine and this wealth also shall be mine in future.""",Bhakti Yoga
16,14,"असौ मया हतः शत्रुर्हनिष्ये चापरानपि |
ईश्वरोऽहमहं भोगी सिद्धोऽहं बलवान्सुखी ||१६-१४||","16.14 ""That enemy has been slain by me; and others also I shall slay. I am the lord. I enjoy. I am perfect, powerful and happy.""",Bhakti Yoga
16,15,"आढ्योऽभिजनवानस्मि कोऽन्योऽस्ति सदृशो मया |
यक्ष्ये दास्यामि मोदिष्य इत्यज्ञानविमोहिताः ||१६-१५||","16.15 ""I am rich and born in a noble family. Who else is equal to me? I shall perform sacrifices. I shall give (charity). I shall rejoice,"" thus deluded by ignorance.",Bhakti Yoga
16,16,"अनेकचित्तविभ्रान्ता मोहजालसमावृताः |
प्रसक्ताः कामभोगेषु पतन्ति नरकेऽशुचौ ||१६-१६||","16.16 Bewildered by many a fancy, entangled in the snare of delusion, addicted to the gratification of lust, they fall into a foul hell.",Bhakti Yoga
16,17,"आत्मसम्भाविताः स्तब्धा धनमानमदान्विताः |
यजन्ते नामयज्ञैस्ते दम्भेनाविधिपूर्वकम् ||१६-१७||","16.17 Self-conceited, stubborn, filled with the pride and intoxication of wealth, they perform sacrifices in name out of ostentation, contrary to scriptural ordinances.",Bhakti Yoga
16,18,"अहंकारं बलं दर्पं कामं क्रोधं च संश्रिताः |
मामात्मपरदेहेषु प्रद्विषन्तोऽभ्यसूयकाः ||१६-१८||","16.18 Given over to egoism, power, haughtiness, lust and anger, these malicious people hate Me in their own bodies and in those of others.",Bhakti Yoga
16,19,"तानहं द्विषतः क्रुरान्संसारेषु नराधमान् |
क्षिपाम्यजस्रमशुभानासुरीष्वेव योनिषु ||१६-१९||","16.19 Those cruel haters, worst among men in the world, I hurl those evil-doers into the wombs of demons only.",Bhakti Yoga
16,20,"आसुरीं योनिमापन्ना मूढा जन्मनि जन्मनि |
मामप्राप्यैव कौन्तेय ततो यान्त्यधमां गतिम् ||१६-२०||","16.20 Entering into demoniacal wombs and deluded, birth after birth, not attaining Me, they thus fall, O Arjuna, into a condition still lower than that.",Bhakti Yoga
16,21,"त्रिविधं नरकस्येदं द्वारं नाशनमात्मनः |
कामः क्रोधस्तथा लोभस्तस्मादेतत्त्रयं त्यजेत् ||१६-२१||","16.21 Triple is the gate of this hell, destructive of the self  lust, anger and greed; therefore one should abandon these three.",Jnana Yoga
16,22,"एतैर्विमुक्तः कौन्तेय तमोद्वारैस्त्रिभिर्नरः |
आचरत्यात्मनः श्रेयस्ततो याति परां गतिम् ||१६-२२||","16.22 A man who is liberated from these three gates to darkness, O Arjuna, practises what is good for him and thus goes to the Supreme Goal.",Bhakti Yoga
16,23,"यः शास्त्रविधिमुत्सृज्य वर्तते कामकारतः |
न स सिद्धिमवाप्नोति न सुखं न परां गतिम् ||१६-२३||","16.23 He who, having cast aside the ordinances of the scriptures, acts under the impulse of desire, attains not perfection, nor happiness nor the Supreme Goal.",Bhakti Yoga
16,24,"तस्माच्छास्त्रं प्रमाणं ते कार्याकार्यव्यवस्थितौ |
ज्ञात्वा शास्त्रविधानोक्तं कर्म कर्तुमिहार्हसि ||१६-२४||","16.24 Therefore, let the scripture be thy authority in determining what ought to be done and what ought not to be done. Having known what is said in the ordinance of the scriptures, thou shouldst act here in this world.",Bhakti Yoga
17,1,"अर्जुन उवाच |
ये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विताः |
तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तमः ||१७-१||","17.1 Arjuna said  Those who, setting aside the ordinances of the scriptures, perform sacrifice with faith, what is their condition, O Krishna? Is is Sattva, Rajas or Tamas?",Bhakti Yoga
17,2,"श्रीभगवानुवाच |
त्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा |
सात्त्विकी राजसी चैव तामसी चेति तां शृणु ||१७-२||","17.2 The Blessed Lord said  Threefold is the faith of the embodied, which is inherent in their nature  the Sattvic (pure), the Rajasic (passionate) and the Tamasic (dark). Do thou hear of it.",Bhakti Yoga
17,3,"सत्त्वानुरूपा सर्वस्य श्रद्धा भवति भारत |
श्रद्धामयोऽयं पुरुषो यो यच्छ्रद्धः स एव सः ||१७-३||","17.3 The faith of each is in accordance with his nature, O Arjuna. The man consists of his faith; as a man's faith is, so is he.",Bhakti Yoga
17,4,"यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसाः |
प्रेतान्भूतगणांश्चान्ये यजन्ते तामसा जनाः ||१७-४||",17.4 The Sattvic or the pure men worship the gods; the Rajasic or the passionate worship the Yakshas and the Rakshasas; the others (the Tamasic or the deluded people) worship the ghosts and the hosts of the nature-spirits.,Bhakti Yoga
17,5,"अशास्त्रविहितं घोरं तप्यन्ते ये तपो जनाः |
दम्भाहंकारसंयुक्ताः कामरागबलान्विताः ||१७-५||","17.5 Those men who practise terrific austerities not enjoined by the scriptures, given to hypocrisy and egoism, impelled by the force of lust and attachment.",Bhakti Yoga
17,6,"कर्षयन्तः शरीरस्थं भूतग्राममचेतसः |
मां चैवान्तःशरीरस्थं तान्विद्ध्यासुरनिश्चयान् ||१७-६||","17.6 Senseless, torturing all the elements in the body and Me also, Who dwell in the body,  know thou these to be of demonical resolves.",Bhakti Yoga
17,7,"आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रियः |
यज्ञस्तपस्तथा दानं तेषां भेदमिमं शृणु ||१७-७||","17.7 The food also which is dear to each is threefold, as also sacrifice, austerity and almsgiving. Hear thou the distinction of these.",Bhakti Yoga
17,8,"आयुःसत्त्वबलारोग्यसुखप्रीतिविवर्धनाः |
रस्याः स्निग्धाः स्थिरा हृद्या आहाराः सात्त्विकप्रियाः ||१७-८||","17.8 The foods which increase life, purity, strength, health, joy and cheerfulness (good appetite), which are savoury and oleaginous, substantial and agreeable, are dear to the Sattvic (pure) people.",Bhakti Yoga
17,9,"कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनः |
आहारा राजसस्येष्टा दुःखशोकामयप्रदाः ||१७-९||","17.9 The foods that are bitter, sour, saline, excessively hot, pungent, dry and burning, are liked by the Rajasic and are productive of pain, grief and disease.",Bhakti Yoga
17,10,"यातयामं गतरसं पूति पर्युषितं च यत् |
उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम् ||१७-१०||","17.10 That which is state, tasteless, putrid, rotten, refuse and impure, is the food liked by the Tamasic.",Bhakti Yoga
17,11,"अफलाङ्क्षिभिर्यज्ञो विधिदृष्टो य इज्यते |
यष्टव्यमेवेति मनः समाधाय स सात्त्विकः ||१७-११||","17.11 That sacrifice which is offered by men without desire for reward as enjoined by the ordinance (scripture), with a firm faith that to do so is a duty, is Sattvic or pure.",Bhakti Yoga
17,12,"अभिसन्धाय तु फलं दम्भार्थमपि चैव यत् |
इज्यते भरतश्रेष्ठ तं यज्ञं विद्धि राजसम् ||१७-१२||","17.12 The sacrifice which is offered, O Arjuna, seeking a reward and for ostentation, know thou that to be a Rajasic Yajna.",Bhakti Yoga
17,13,"विधिहीनमसृष्टान्नं मन्त्रहीनमदक्षिणम् |
श्रद्धाविरहितं यज्ञं तामसं परिचक्षते ||१७-१३||","17.13 They declare that sacrifice to be Tamasic which is contrary to the ordinances of the scriptures, in which no food is distributed, which is devoid of Mantras, gifts and faith.",Bhakti Yoga
17,14,"देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम् |
ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते ||१७-१४||","17.14 Worship of the gods, the twice-born, the teachers and the wise, purity, straightforwardness, celibacy and non-injury are called the austerities of the body.",Bhakti Yoga
17,15,"अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत् |
स्वाध्यायाभ्यसनं चैव वाङ्मयं तप उच्यते ||१७-१५||","17.15 Speech which causes no excitement, truthful, pleasant and beneficial, the practice of the study of the Vedas, are called austerity of speech.",Jnana Yoga
17,16,"मनः प्रसादः सौम्यत्वं मौनमात्मविनिग्रहः |
भावसंशुद्धिरित्येतत्तपो मानसमुच्यते ||१७-१६||","17.16 Serenity of mind, good-heartedness, self-control, purity of nature  this is called mental austerity.",Jnana Yoga
17,17,"श्रद्धया परया तप्तं तपस्तत्त्रिविधं नरैः |
अफलाकाङ्क्षिभिर्युक्तैः सात्त्विकं परिचक्षते ||१७-१७||","17.17 This threefold austerity, practised by steadfast men, with the utmost faith, desiring no reward, they call Sattvic.",Bhakti Yoga
17,18,"सत्कारमानपूजार्थं तपो दम्भेन चैव यत् |
क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम् ||१७-१८||","17.18 The austerity which is practised with the object of gaining good reception, honour and worship, and with hypocrisy, is here said to be Rajasic, unstable and transitory.",Bhakti Yoga
17,19,"मूढग्राहेणात्मनो यत्पीडया क्रियते तपः |
परस्योत्सादनार्थं वा तत्तामसमुदाहृतम् ||१७-१९||","17.19 That austerity which is practised out of a foolish notion, with self-torture, or for the purpose of destroying another, is declared to be Tamasic.",Karma Yoga
17,20,"दातव्यमिति यद्दानं दीयतेऽनुपकारिणे |
देशे काले च पात्रे च तद्दानं सात्त्विकं स्मृतम् ||१७-२०||","17.20 That gift which is given to one who does nothing in return, knowing it to be a duty to give in a fit place and time to a worthy person, that gift is held to be Sattvic.",Bhakti Yoga
17,21,"यत्तु प्रत्युपकारार्थं फलमुद्दिश्य वा पुनः |
दीयते च परिक्लिष्टं तद्दानं राजसं स्मृतम् ||१७-२१||","17.21 And, that gift which is given with a view to receive something in return, or looking for a reward, or reluctantly, is held to be Rajasic.",Bhakti Yoga
17,22,"अदेशकाले यद्दानमपात्रेभ्यश्च दीयते |
असत्कृतमवज्ञातं तत्तामसमुदाहृतम् ||१७-२२||","17.22 The gift that is given at a wrong place and time, to unworthy persons, without respect or with insult is declared to be Tamasic.",Bhakti Yoga
17,23,"ॐतत्सदिति निर्देशो ब्रह्मणस्त्रिविधः स्मृतः |
ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिताः पुरा ||१७-२३||","17.23 ""Om Tat Sat"": This has been declared to be the triple designation of Brahman. By that were created formerly, the Brahmanas, the Vedas and the sacrifices.",Bhakti Yoga
17,24,"तस्मादोमित्युदाहृत्य यज्ञदानतपःक्रियाः |
प्रवर्तन्ते विधानोक्ताः सततं ब्रह्मवादिनाम् ||१७-२४||","17.24 Therefore, with the utterance of ""Om"" are the acts of sacrifice, gift and austerity as enjoined in the scriptures, always begun by the students of Brahman.",Bhakti Yoga
17,25,"तदित्यनभिसन्धाय फलं यज्ञतपःक्रियाः |
दानक्रियाश्च विविधाः क्रियन्ते मोक्षकाङ्क्षिभिः ||१७-२५||","17.25 Uttering ï1Tatï1, without aiming at the fruits, are the acts of sacrifice and austerity and the various acts of gifts performed by the seekers of liberation.",Bhakti Yoga
17,26,"सद्भावे साधुभावे च सदित्येतत्प्रयुज्यते |
प्रशस्ते कर्मणि तथा सच्छब्दः पार्थ युज्यते ||१७-२६||","17.26 The word ï1Satï1 is used in the sense of reality and of goodness; and so also, O Arjuna, the word ï1Satï1 is used in the sense of an auspicious act.",Bhakti Yoga
17,27,"यज्ञे तपसि दाने च स्थितिः सदिति चोच्यते |
कर्म चैव तदर्थीयं सदित्येवाभिधीयते ||१७-२७||","17.27 Steadfastness in sacrifice, austerity and gift, is also called 'Sat' and also action in connection with these (or for the sake of the Supreme) is called 'Sat'.",Bhakti Yoga
17,28,"अश्रद्धया हुतं दत्तं तपस्तप्तं कृतं च यत् |
असदित्युच्यते पार्थ न च तत्प्रेत्य नो इह ||१७-२८||","17.28 Whatever is sacrificed, given or performed, and whatever austerity is practised without faith, it is called 'Asat', O Arjuna; it is naught here or hereafter (after death).",Bhakti Yoga
18,1,"अर्जुन उवाच |
संन्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम् |
त्यागस्य च हृषीकेश पृथक्केशिनिषूदन ||१८-१||","18.1 Arjuna said  I desire to know severally, O mighty-armed, the essence or truth of renunciation, O Hrishikesa, as also of abandonment, O slayer of Kesi.",Bhakti Yoga
18,2,"श्रीभगवानुवाच |
काम्यानां कर्मणां न्यासं संन्यासं कवयो विदुः |
सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्षणाः ||१८-२||",18.2 The Blessed Lord said  The sages understand Sannyasa to be the renunciation of action with desire; the wise declare the abandonment of the fruits of all actions as Tyaga.,Bhakti Yoga
18,3,"त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिणः |
यज्ञदानतपःकर्म न त्याज्यमिति चापरे ||१८-३||","18.3 Some philosophers declare that actions should be abandoned as an evil; while others (declare) that acts of sacrifice, gift and austerity should not be relinished.",Bhakti Yoga
18,4,"निश्चयं शृणु मे तत्र त्यागे भरतसत्तम |
त्यागो हि पुरुषव्याघ्र त्रिविधः सम्प्रकीर्तितः ||१८-४||","18.4 Hear from Me the conclusion or the final truth about this abandonment, O best of the Bharatas; abandonment, verily, O best of men, has been declared to be of three kinds.",Jnana Yoga
18,5,"यज्ञदानतपःकर्म न त्याज्यं कार्यमेव तत् |
यज्ञो दानं तपश्चैव पावनानि मनीषिणाम् ||१८-५||","18.5 Acts of sacrifice, gift and austerity should not be abandoned, but should be performed; sacrifice, gift and also austerity are the purifiers of the wise.",Bhakti Yoga
